Nom;Aspect;Curvature;DEM;Density_river;Density_road;Distance_river;Distance_road;Flow_direction;NDBI;NDVI;NDWI;Slope;TWI_final;Rainfall
Yes;0,166458;0,516483;0,04508;0,246649;0;0,008882;0,515315;0,248031;0,416105;0,875617;0,583895;0,222473;0,107796;0,539533
Yes;0,187988;0,505494;0,04453;0,245398;0;0,033822;0,505705;0,248031;0,423772;0,866128;0,576228;0,147547;0,20822;0,538523
Yes;0;0,527473;0,04398;0,245154;0;0,016012;0,506345;0;0,404543;0,8688;0,595457;0;0,59758;0,53812
Yes;0;0,527473;0,054975;0,251243;0;0,022645;0,529;0;0,414108;0,874085;0,585892;0;0,396153;0,541192
Yes;0,092803;0,538462;0,053876;0,248247;0;0,006281;0,517638;0,5;0,440479;0,838339;0,559521;0,1267;0,461494;0,54018
Yes;0,240113;0,516483;0,031336;0,268183;0,002863;0,078507;0,149222;0,5;0,352956;0,482381;0,647044;0,1267;0,1969;0,820677
Yes;0;0,527473;0,010995;0,267908;0,003291;0,050245;0,14292;0,248031;0,247479;0,411589;0,752521;0;0,780003;0,822614
Yes;0,739779;0,538462;0,040682;0,266943;0,003596;0,019861;0,136648;0,059055;0,225692;0,418983;0,774308;0,372259;0,186393;0,824755
Yes;0;0,527473;0,02199;0,265538;0,005343;0,031403;0,100549;0,011811;0,612925;0,505536;0,387075;0;0,484263;0,834183
Yes;0,501845;0,582418;0,030236;0,270486;0,00572;0,018842;0,09322;0,011811;0,586161;0,479546;0,413839;0,26403;0,193678;0,833204
Yes;0,537875;0,549451;0,034085;0,265685;0,006013;0,075628;0,089116;0,011811;0,253666;0,381462;0,746334;0,129594;0,133088;0,838726
Yes;0,806277;0,549451;0,029687;0,26705;0,005715;0,046684;0,095396;0,122047;0,242788;0,373389;0,757212;0,251479;0,101894;0,837108
Yes;0,795593;0,527473;0,034634;0,258176;0,00593;0,07775;0,092927;0,122047;0,486307;0,549564;0,513693;0,141186;0,129131;0,84045
Yes;0,470487;0,56044;0,032435;0,2639;0,005631;0,050636;0,102059;0,011811;0,572888;0,650825;0,427112;0,241945;0,103765;0,841751
Yes;0,470487;0,516483;0,010995;0,270529;0,005366;0,028088;0,108587;0,059055;0,316042;0,408162;0,683958;0,049917;0,474797;0,842377
Yes;0,949805;0,516483;0,010995;0,274009;0,005352;0,018842;0,11053;0,059055;0,200484;0,412121;0,799516;0,06187;0,463063;0,843605
Yes;0;0,527473;0,010995;0,278772;0,00553;0,012561;0,109186;0,059055;0,237871;0,405902;0,762129;0;0,414512;0,845853
Yes;0,700269;0,483517;0,017042;0,278854;0,005663;0,007022;0,107555;0,059055;0,231579;0,409505;0,768421;0,240192;0,271148;0,847278
Yes;0,544142;0,505494;0,034085;0,269376;0,005863;0,019861;0,105497;0,027559;0,344791;0,531063;0,655208;0,406336;0,108817;0,85011
Yes;0,488638;0,538462;0,042881;0,248067;0,009055;0,216839;0,096507;0,011811;0,445595;0,565126;0,554406;0,229317;0,205835;0,862329
Yes;0,605084;0,494505;0,049478;0,239413;0,008874;0,189097;0,089042;0,027559;0,287971;0,465223;0,712029;0,293326;0,222619;0,861704
Yes;0,683608;0,582418;0,064321;0,221893;0,008765;0,150996;0,078188;0,059055;0,414831;0,576715;0,585169;0,230062;0,179064;0,861387
Yes;0,849027;0,516483;0,055525;0,224323;0,008053;0,120237;0,071287;0,122047;0,28518;0,528707;0,71482;0,376186;0,081577;0,86032
Yes;0;0,527473;0,04398;0,224829;0,00817;0,094209;0,065952;0,059055;0,37947;0,65288;0,62053;0;0,502622;0,859263
Yes;0,76271;0,505494;0,041231;0,223785;0,008545;0,073311;0,055797;0,059055;0,231056;0,433185;0,768944;0,264653;0,218902;0,858841
Yes;0,686229;0,56044;0,056625;0,202691;0,017763;0,080431;0,085133;0,059055;0,440915;0,83832;0,559085;0,439195;0,073123;0,878646
Yes;0,720024;0,483517;0,057724;0,202694;0,017366;0,055557;0,07917;0,059055;0,295018;0,608982;0,704982;0,445011;0,145255;0,877978
Yes;0,751382;0,516483;0,029687;0,196725;0,015948;0;0,066639;0,059055;0,21763;0,490924;0,78237;0,173561;0,235668;0,875572
Yes;0,720024;0,538462;0,032985;0,193011;0,015818;0,00314;0,057625;0,027559;0,204946;0,438201;0,795054;0,049917;0,17664;0,874289
Yes;0,018098;0,472527;0,031886;0,190911;0,016643;0,033822;0,058901;0,248031;0,253014;0,746919;0,746986;0,291151;0,157473;0,875592
Yes;0,06624;0,549451;0,042331;0,202908;0,013404;0,033382;0,049979;0,248031;0,437783;0,496844;0,562218;0,429887;0,10571;0,865313
No;0,975714;0,582418;0,306762;0,114405;0,024495;0,016911;0,004577;0,248031;0,424869;0,836989;0,575131;0,442537;0,12244;0,410707
No;0,945697;0,43956;0,338648;0,206178;0;0,246007;0,651738;0,248031;0,380338;0,882709;0,619662;0,582155;0,287361;0,558572
No;0,350842;0,593407;0,340297;0,170764;0;0,154641;0,260749;0,003937;0,392982;0,864309;0,607018;0,084005;0,15296;0,456944
No;0,934479;0,516483;0,397471;0,155126;0,005173;0;0,190488;0,248031;0,404202;0,864196;0,595798;0,35885;0,200201;0,438356
No;0,199133;0,516483;0,109401;0,060842;0,113839;0,25714;0,048198;0,5;0,401911;0,842696;0,598089;0,428862;0,074458;0,895774
No;0,814462;0,549451;0,150632;0,061407;0,075094;0,41992;0,023561;0,122047;0,403111;0,83742;0,596889;0,31196;0,091245;0,895569
No;0,079425;0,505494;0,025838;0,199976;0,164514;0,097804;0,045682;0,5;0,353394;0,863163;0,646606;0,225927;0,271768;0,922686
No;0,968289;0,516483;0,085212;0,405096;0;0,100489;0,603507;0,122047;0,423037;0,85272;0,576963;0,431199;0,136925;0,626891
No;0,700269;0,527473;0,06762;0,130715;0;0,184317;0,392676;0,059055;0,383755;0,845679;0,616245;0,122979;0,400096;0,75132
No;0,87615;0,494505;0,054975;0,138485;0;0,179629;0,292652;0,248031;0,399375;0,850855;0,600626;0,055361;0,414484;0,778107
No;0,312756;0,549451;0,047828;0,160973;0,044142;0,323694;0,02784;0;0,416865;0,824386;0,583135;0,104949;0,142782;0,900242
No;0,096183;0,549451;0,074217;0,348171;0;0,123114;0,493858;0,248031;0,414644;0,865324;0,585356;0,207115;0,173974;0,702748
No;0,501845;0,527473;0,019791;0,212176;0,071375;0,055557;0,010361;0,011811;0,373884;0,847215;0,626116;0,078163;0,219017;0,906766
No;0,593079;0,494505;0,017592;0,128534;0,136415;0,158515;0,029386;0,027559;0,371611;0,741736;0,628389;0,19441;0,163943;0,91748
No;0,108937;0,549451;0,072567;0,192921;0,165088;0,181269;0,078879;0,5;0,370186;0,869484;0,629815;0,426796;0,074726;0,898831
No;0,831939;0,538462;0,073117;0,17733;0,08266;0,235166;0,060826;0,059055;0,385566;0,863265;0,614433;0,288953;0,144823;0,902102
Yes;0;0,527473;0,00055;0,507728;0,193844;0,04441;0,024315;1;0,305281;0,854527;0,694719;0;0,364767;0,926463
Yes;0;0,527473;0,00055;0,495127;0,200516;0,061697;0,017741;1;0,288478;0,882007;0,711522;0;0,364767;0,925578
Yes;0;0,527473;0,00055;0,524027;0,139752;0,00314;0,019659;1;0,273878;0,894835;0,726122;0;0,364767;0,925806
Yes;0;0,527473;0,001649;0,380686;0,156452;0,083617;0,032046;0,011811;0,3116;0,84468;0,6884;0;0,49809;0,91243
Yes;0;0,527473;0,00055;0,482534;0,132517;0,024526;0,018535;1;0,356599;0,831917;0,643401;0;0,364767;0,911689
Yes;0;0,527473;0,002199;0,369632;0,190201;0,069726;0,013344;0,059055;0,446107;0,457036;0,553893;0;0,464257;0,896778
Yes;0;0,527473;0,002749;0,404692;0,169743;0,00314;0,012044;0;0,326002;0,518628;0,673998;0;0,510517;0,888983
Yes;0;0,527473;0,002749;0,393724;0,152067;0,00314;0,007164;0,059055;0,318131;0,465708;0,681869;0;0,445898;0,892963
Yes;0;0,527473;0,02199;0,265192;0,009709;0,022205;0,154331;0,248031;0,234463;0,449731;0,765537;0;0,510517;0,861926
Yes;0;0,527473;0,02199;0,271478;0,005382;0,046684;0,163906;0,248031;0,212553;0,443873;0,787447;0;0,627758;0,85954
Yes;0,002773;0,527473;0,024189;0,276448;0,004017;0,006281;0,172057;0,248031;0,333955;0,436356;0,666045;0,154803;0,264822;0,857568
Yes;0,153776;0,549451;0,033535;0,286197;0,002857;0,00314;0,180109;0;0,212259;0,4686;0,787741;0,318551;0,121574;0,855376
Yes;0,501845;0,483517;0,02199;0,247328;0,014795;0,022645;0,137656;0,059055;0,355691;0,58953;0,644309;0,154803;0,41211;0,866239
Yes;0,501845;0,538462;0,04398;0,255992;0,011372;0,041304;0,141426;0,011811;0,211853;0,482947;0,788147;0,039179;0,187632;0,865698
Yes;0,252309;0,538462;0,04398;0,260422;0,01212;0,054933;0,139733;0;0,34143;0,517076;0,65857;0,039179;0,219017;0,866363
Yes;0;0,527473;0,04398;0,269954;0,009732;0,150996;0,154559;0,122047;0,244447;0,514166;0,755553;0;0,536114;0,865106
Yes;0,831939;0,571429;0,033535;0,273043;0,009859;0,134264;0,150543;0,122047;0,251879;0,48049;0,748121;0,197565;0,113438;0,865277
Yes;0,751382;0,516483;0,062672;0,268212;0,010317;0,101125;0,145194;0,059055;0,472539;0,773567;0,527461;0,26403;0,149267;0,866
Yes;0,751382;0,472527;0,026938;0,266188;0,009161;0,027014;0,149825;0,059055;0,205696;0,443552;0,794304;0,504652;0,137887;0,863849
Yes;0;0,527473;0,02199;0,270743;0,007274;0,00314;0,154999;0,059055;0,20547;0,450398;0,79453;0;0,565393;0,862337
Yes;0,491719;0,538462;0,048378;0,278163;0,004807;0,007022;0,182453;0,011811;0,388936;0,833919;0,611064;0,417262;0,170134;0,855798
Yes;0,392403;0,461539;0,057174;0,276146;0,005665;0,035805;0,175306;0,003937;0,391485;0,85314;0,608515;0,394686;0,173166;0,85784
Yes;0,626614;0,582418;0,050577;0,267896;0,005668;0,011322;0,153458;0,027559;0,434746;0,785593;0,565254;0,371504;0,17035;0,854939
Yes;0,720024;0,516483;0,010995;0,266312;0,004138;0,013323;0,143948;0,484252;0,258819;0,443876;0,741181;0,049917;0,270797;0,845838
Yes;0,141124;0,516483;0,023639;0,27075;0,003775;0,017764;0,155148;0,5;0,273571;0,447003;0,726429;0,435803;0,146434;0,848353
Yes;0,722161;0,571429;0,032985;0,27426;0,00484;0,013323;0,16374;0,059055;0,227086;0,441042;0,772914;0,650915;0,203431;0,853428
Yes;0,842616;0,538462;0,042331;0,251073;0,00151;0;0,184724;0,122047;0,242379;0,48065;0,757621;0,19441;0,247521;0,826032
Yes;0,742048;0,505494;0,032985;0,250768;0,001539;0,004441;0,183677;0,059055;0,234416;0,454763;0,765584;0,164482;0,287923;0,825254
Yes;0,776005;0,549451;0,048928;0,252839;0,001841;0;0,177367;0,059055;0,260903;0,621306;0,739097;0,533771;0,184164;0,826848
Yes;0,663746;0,505494;0,052776;0,253756;0,001635;0,021982;0,182915;0,027559;0,388379;0,500543;0,611621;0,285892;0,126992;0,8275
Yes;0;0,527473;0,002749;0,440745;0,179162;0,116191;0,016181;0,059055;0,287724;0,395867;0,712276;0;0,561453;0,903245
No;0,076428;0,538462;0,571743;0,128482;0;0,062175;0,274666;0,5;0,371887;0,875219;0,628113;0,087317;0,563132;0,445429
No;0,5755;0,538462;0,449148;0,153867;0;0,180205;0,435617;0,011811;0,367289;0,883769;0,632711;0,253791;0,132835;0,472567
No;0,002773;0,549451;0,469489;0,198571;0;0,075889;0,540509;0,248031;0,377265;0,881476;0,622734;0,552485;0,181965;0,544182
No;0,119188;0,505494;0,305113;0,214621;0;0,38875;0,636512;0,5;0,374748;0,871208;0,625252;0,254447;0,200814;0,5758
No;0,249195;0,472527;0,651457;0,103037;0,012871;0,179766;0,160013;0;0,364114;0,879914;0,635886;0,445148;0,135133;0,414989
No;0,014969;0,505494;0,459043;0,092162;0,011198;0,074644;0,030813;0,5;0,393112;0,857827;0,606888;0,247111;0,175619;0,407144
No;0,963013;0,494505;0,586586;0,098071;0,008443;0,030928;0,134111;0,248031;0,361998;0,880765;0,638002;0,348396;0,148371;0,406853
No;0,04169;0,428571;0,363387;0,189785;0;0,145981;0,484967;0,248031;0,39149;0,845271;0,60851;0,627816;0,150103;0,53623
No;0,739186;0,571429;0,450247;0,154784;0;0,13118;0,630108;0,059055;0,370973;0,884124;0,629027;0,453068;0,144233;0,552198
No;0,201196;0,538462;0,031886;0,261431;0,120877;0,340602;0,062729;0;0,337637;0,883657;0,662362;0,372259;0,155007;0,897653
No;0,23473;0,549451;0,010445;0,117484;0,087189;0,047935;0,011442;0,5;0,379155;0,851461;0,620845;0,088392;0,150636;0,917879
No;0,280057;0,516483;0,034085;0,398256;0,112937;0,247367;0,055472;0;0,322927;0,876153;0,677073;0,166668;0,289571;0,916311
Yes;0;0,527473;0,00055;0,411434;0,124516;0,036622;0,016502;1;0,332529;0,842272;0,667471;0;0,364767;0,910698
Yes;0;0,527473;0,00055;0,526074;0,12143;0,004441;0,033919;1;0,28126;0,664702;0,71874;0;0,364767;0,909838
Yes;0;0,527473;0,00055;0,52126;0,108388;0,035528;0,041255;1;0,346851;0,863841;0,653149;0;0,364767;0,909156
Yes;0;0,527473;0,002199;0,422002;0,160664;0,012948;0,014563;0,003937;0,234706;0,49358;0,765294;0;0,697304;0,882902
Yes;0;0,527473;0,0011;0,479971;0,107272;0,03511;0,026062;0,059055;0,28457;0,487057;0,71543;0;0,473343;0,846453
Yes;0;0,527473;0,00055;0,441309;0,104397;0,053293;0,016502;0;0,36369;0,646263;0,636311;0;0,452877;0,854035
Yes;0,252309;0,538462;0,001649;0,326271;0,248634;0,053293;0,015871;0;0,322013;0,857498;0,677987;0,039179;0,361965;0,924682
Yes;0,377077;0,637363;0,046729;0,367837;0;0,038843;0,569519;0,003937;0,407743;0,874667;0,592257;0,473358;0,1417;0,619173
Yes;0,087242;0,593407;0,050027;0,366672;0;0,023916;0,573859;0,5;0,404887;0,884555;0,595113;0,35925;0,084003;0,619096
Yes;0,995443;0,494505;0,02309;0,361075;0;0,018311;0,578927;0,248031;0,39858;0,717186;0,60142;0,272878;0,206482;0,618232
Yes;0,927263;0,549451;0,02199;0,357291;0;0,034543;0,583303;0,059055;0,416743;0,86983;0,583257;0,043794;0,18258;0,617323
Yes;0;0,527473;0,032985;0,308218;0,045008;0,017764;0,10458;0,248031;0,20927;0,483721;0,79073;0;0,517237;0,86108
Yes;0,018098;0,494505;0,034634;0,295485;0,049326;0,004441;0,097953;0,248031;0,207868;0,4814;0,792132;0,291151;0,126087;0,863167
Yes;0;0,527473;0,032985;0,293169;0,043045;0;0,109939;0,248031;0,206652;0,510846;0,793348;0;0,771118;0,862077
Yes;0;0,527473;0,032985;0,285554;0,03865;0;0,119441;0,059055;0,21826;0,560615;0,78174;0;0,445898;0,862178
Yes;0,002773;0,494505;0,031886;0,323085;0,023163;0,004441;0,13608;0,248031;0,236212;0,515182;0,763788;0,26403;0,193678;0,852436
Yes;0,917028;0,483517;0,034634;0,336892;0,019681;0,034543;0,136142;0,122047;0,439548;0,750031;0,560452;0,26215;0,228158;0,849179
Yes;0;0,527473;0,02199;0,287724;0,026963;0,017764;0,139593;0,003937;0,207097;0,513761;0,792903;0;0,736887;0,860282
Yes;0,751382;0,571429;0,04398;0,275038;0,028977;0,012948;0,134703;0,059055;0,253191;0,615186;0,746809;0,154803;0,156246;0,862832
Yes;0,600378;0,538462;0,04343;0,284392;0,037565;0,008882;0,12252;0,027559;0,198027;0,495343;0,801973;0,084005;0,15296;0,863445
Yes;0,08333;0,516483;0,024189;0,26957;0,02093;0,029625;0,151104;0;0,240164;0,465676;0,759836;0,288953;0,095079;0,862478
Yes;0;0,527473;0,02199;0,256146;0,01738;0,018842;0,14453;0,248031;0,189243;0,466387;0,810757;0;0,473343;0,864166
Yes;0,537875;0,483517;0,02254;0,21671;0,032498;0,012561;0,099362;0,011811;0,236648;0,498349;0,763352;0,129594;0,27305;0,875681
Yes;0,08333;0,571429;0,032985;0,214237;0,044456;0,011322;0,101791;0,248031;0,208965;0,490767;0,791035;0,100375;0,144823;0,875587
Yes;0,856395;0,527473;0,039032;0,235397;0,021762;0,025122;0,123764;0,122047;0,284287;0,64731;0,715713;0,406336;0,127177;0,869504
Yes;0;0,527473;0,02199;0,239818;0,018799;0,004441;0,129746;0,059055;0,209862;0,452205;0,790138;0;0,49809;0,868066
No;0,740213;0,516483;0,473337;0,185997;0,035999;0,047521;0,046635;0,059055;0,361926;0,879004;0,638074;0,570208;0,138408;0,407296
No;0,670824;0,483517;0,750962;0,146109;0,009288;0,079444;0,148123;0,027559;0,355267;0,887489;0,644733;0,372825;0,247937;0,410139
No;0,294088;0,56044;0,231446;0,316261;0;0,234368;0,489004;0;0,397776;0,854552;0,602224;0,464636;0,169397;0,586346
No;0,485185;0,428571;0,515118;0,102668;0;0,048852;0,401801;0,011811;0,37988;0,869254;0,62012;0,597986;0,11683;0,459456
No;0,166458;0,593407;0,285322;0,16701;0;0,025122;0,611105;0;0,374802;0,879598;0,625197;0,222473;0,107796;0,542156
No;0,464713;0,505494;0,307862;0,191892;0;0,072295;0,6197;0,011811;0,38651;0,873397;0,61349;0,206692;0,184174;0,561122
No;0,343543;0,450549;0,076965;0,133229;0;0,147627;0,237857;0,011811;0,412411;0,860444;0,587588;0,19441;0,287558;0,783369
No;0,529594;0,538462;0,108851;0,194013;0;0,246568;0,419464;0,011811;0,497661;0,742373;0,502339;0,166668;0,225682;0,694137
No;0,076428;0,494505;0,120946;0,070546;0;0,167587;0,322556;0,122047;0,403606;0,860723;0,596394;0,087317;0,27069;0,730699
No;0;0,527473;0,032985;0,415334;0;0,136341;0,539338;0,5;0,583652;0,677365;0,416348;0;0,756673;0,64312
No;0,501845;0,571429;0,06597;0,195677;0,111892;0,146622;0,036899;0,011811;0,292263;0,906854;0,707737;0,154803;0,224351;0,884669
No;0,690196;0,472527;0,443101;0,200405;0,072619;0,119496;0,096981;0,059055;0,363784;0,871103;0,636216;0,363017;0,21678;0,400737
No;0,424497;0,461539;0,31171;0,267227;0;0,275917;0,559976;0,011811;0,411639;0,86759;0,588361;0,351522;0,227111;0,579625
Yes;0;0,527473;0,00055;0,495472;0,179085;0,012561;0,052194;1;0,294463;0,876318;0,705538;0;0,364767;0,922211
Yes;0;0,527473;0,00055;0,547215;0,139557;0,028088;0,020697;1;0,307605;0,869278;0,692395;0;0,364767;0,923349
Yes;0;0,527473;0,001649;0,397635;0,106719;0,009421;0,022293;0;0,334534;0,857659;0,665466;0;0,364767;0,899679
Yes;0;0,527473;0,001649;0,357769;0,128982;0,037814;0,018091;0,011811;0,339531;0,842125;0,660469;0;0,563747;0,902482
Yes;0;0,527473;0,0011;0,480681;0,150666;0,078003;0,033004;0,011811;0,319856;0,320257;0,680144;0;0,646072;0,881994
Yes;0;0,527473;0,001649;0,421201;0,129808;0,116826;0,003618;0,248031;0,316125;0,485839;0,683875;0;0,480907;0,875521
Yes;0;0,527473;0,001649;0,371043;0,131514;0,072295;0,019871;0,059055;0,320108;0,388015;0,679892;0;0,515648;0,860956
Yes;0;0,527473;0,002199;0,373026;0,100864;0,037944;0,017201;0,248031;0,313278;0,85779;0,686722;0;0,437642;0,82602
Yes;0;0,527473;0,001649;0,36324;0,247617;0,085713;0,015214;0,5;0,313066;0,867433;0,686935;0;0,458924;0,924007
Yes;0;0,527473;0,001649;0,357879;0,248503;0,177642;0,031726;0;0,332478;0,864691;0,667522;0;0,61274;0,923469
Yes;0;0,527473;0,002199;0,329172;0,243283;0,074644;0,008684;0;0,303983;0,877325;0,696017;0;0,514002;0,923988
No;0,690935;0,516483;0,732271;0,07539;0;0,106816;0,281578;0,027559;0,34707;0,881262;0,65293;0,206268;0,199507;0,424467
No;0,964207;0,527473;0,42276;0,112696;0;0,114308;0,486716;0,122047;0,373061;0,878584;0,626938;0,322836;0,139255;0,474227
No;0,943924;0,494505;0,507971;0,200571;0,077341;0,176807;0,09629;0,248031;0,459502;0,797699;0,540498;0,316619;0,244502;0,37256
No;0,882501;0,549451;0,732271;0,046752;0;0,093684;0,30653;0,122047;0,34571;0,872111;0,65429;0,326575;0,12031;0,435882
No;0,79935;0,428571;0,121495;0,323258;0;0,083617;0,402626;0,122047;0,417575;0,859671;0,582425;0,528497;0,093553;0,613737
No;0,508748;0,549451;0,60033;0,132895;0,000221;0,234494;0,199358;0,011811;0,349361;0,88498;0,650639;0,219742;0,207876;0,414919
No;0,856395;0,505494;0,031886;0,103946;0,050824;0,2614;0,068396;0,122047;0,454842;0,817164;0,545158;0,111022;0,234359;0,921231
No;0,639821;0,461539;0,032985;0,091963;0,07849;0,210657;0,08544;0,059055;0,632504;0,621148;0,367496;0,164482;0,226298;0,920792
No;0,807878;0,538462;0,037933;0,155746;0,062024;0,139911;0,00738;0,059055;0,507037;0,711365;0,492963;0,34244;0,291727;0,92188
No;0,415994;0,527473;0,076965;0,307492;0,031863;0,064739;0,10063;0,003937;0,436463;0,828309;0,563537;0,222473;0,107796;0,810811
Yes;0;0,527473;0,00055;0,487486;0,212193;0,087928;0,063657;1;0,279947;0,891252;0,720053;0;0,364767;0,920777
Yes;0;0,527473;0,00055;0,430796;0,122438;0,04529;0,005268;1;0,315313;0,85853;0,684687;0;0,364767;0,905601
Yes;0;0,527473;0,00055;0,464109;0,09694;0,067935;0,04726;1;0,285194;0,869353;0,714806;0;0,364767;0,90725
Yes;0;0,527473;0,00055;0,351924;0,100321;0,004441;0;1;0,306641;0,846909;0,693359;0;0,364767;0,904385
Yes;0;0,527473;0,0011;0,392622;0,073736;0,092997;0,006672;0;0,493477;0,49344;0,506523;0;0,480907;0,898155
Yes;0;0,527473;0,002199;0,241142;0,112075;0,072227;0,021073;0,011811;0,375643;0,794079;0,624357;0;0,607737;0,851397
Yes;0;0,527473;0,0011;0,261797;0,11866;0,088876;0,018492;0,059055;0,263023;0,339667;0,736977;0;0,554473;0,843474
Yes;0;0,527473;0,001649;0,35522;0,214118;0,028952;0,042622;0;0,287191;0,859673;0,712809;0;0,563184;0,920763
Yes;0;0,527473;0,002749;0,382546;0,238569;0,102866;0,014635;0;0,306968;0,87141;0,693032;0;0,458924;0,921743
Yes;0;0,527473;0,001649;0,369618;0,216987;0,060973;0,036686;0;0,345202;0,819198;0,654798;0;0,599142;0,920888
No;0,141625;0,56044;0,913139;0,032864;0;0,624066;0,377369;0,5;0,390744;0,830557;0,609256;0,528497;0,213049;0,450798
No;0,657972;0,571429;0,370533;0,310802;0,065982;0,066542;0,039371;0,027559;0,461753;0,808272;0,538247;0,27138;0,098176;0,40464
No;0,360702;0,549451;0,372183;0,17643;0;0,387798;0,461191;0,003937;0,383932;0,875328;0,616068;0,373201;0,081999;0,535038
No;0,82225;0,527473;0,108301;0,258981;0;0,025896;0,365769;0,122047;0,401255;0,867523;0,598745;0,241945;0,103765;0,54874
No;0,773051;0,637363;0,438703;0,07817;0;0,046366;0,452818;0,059055;0,370411;0,864819;0,629589;0,713821;0,153079;0,514944
No;0,201196;0,527473;0,221001;0,210681;0;0,232573;0,321864;0,5;0,402182;0,863618;0,597818;0,372259;0,082133;0,612423
No;0,418476;0,527473;0,15613;0,100976;0,027667;0,180751;0,151592;0,011811;0,384124;0,846203;0,615876;0,210046;0,141921;0,739999
No;0,791365;0,516483;0,173722;0,070145;0;0,019861;0,205013;0,122047;0,376579;0,871885;0,623421;0,332744;0,119354;0,715328
No;0,591456;0,549451;0,179769;0,284392;0,05679;0,081708;0,074117;0,027559;0,432034;0,831536;0,567967;0,491843;0,129332;0,780734
No;0,68933;0,571429;0,811985;0,059846;0;0,269133;0,274463;0,027559;0,340431;0,876836;0,659569;0,177148;0,11857;0,434365
No;0,947868;0,483517;0,605278;0,088724;0,002727;0,073311;0,200007;0,122047;0,349508;0,890775;0,650492;0,451081;0,121354;0,429068
No;0,764812;0,483517;0,405717;0,135908;0,027579;0,042131;0,003618;0,059055;0,411002;0,829014;0,588998;0,499682;0,096997;0,362286
No;0,04169;0,549451;0,02199;0,239944;0,112335;0,036622;0,019963;0,5;0,401468;0,820094;0,598532;0,080552;0,154874;0,919889
No;0,148598;0,516483;0,057174;0,278804;0,081633;0,078507;0,002984;0,5;0,354386;0,837129;0,645614;0,20499;0,111692;0,850668
No;0;0,527473;0,076965;0,356581;0,08309;0,042131;0,022987;0,248031;0,354617;0,858192;0,645383;0;0,364767;0,827669
No;0;0,527473;0,417812;0,174236;0,065089;0,012561;0,055017;0;0,393928;0,861293;0,606072;0;0,396153;0,374895
No;0,371406;0,549451;0,028037;0,397101;0,11403;0,2104;0,015266;0,003937;0,428368;0,812067;0,571632;0,360646;0,17191;0,919431
Yes;0;0,527473;0,00055;0,402909;0,225016;0,011322;0,017398;1;0,28958;0,872503;0,71042;0;0,364767;0,909926
Yes;0;0,527473;0,00055;0,465164;0,172874;0,085425;0,027651;1;0,367728;0,739187;0,632272;0;0,364767;0,906879
Yes;0;0,527473;0,00055;0,412103;0,146733;0,059251;0,017033;1;0,31736;0,825579;0,68264;0;0,364767;0,905773
Yes;0;0,527473;0,00055;0,536438;0,164032;0,057734;0,017398;1;0,308076;0,860464;0,691924;0;0,364767;0,907396
Yes;0;0,527473;0,00055;0,31709;0,126377;0,021066;0,02214;1;0,30938;0,84383;0,69062;0;0,364767;0,904041
Yes;0;0,527473;0,00055;0,30531;0,101929;0,084497;0,018091;1;0,321111;0,835526;0,678889;0;0,364767;0,904228
Yes;0;0,527473;0,0011;0,369185;0,208727;0,023916;0,027125;0;0,307166;0,77617;0,692834;0;0,57719;0,920467
No;0,927263;0,527473;0,619571;0,153124;0,045569;0,019861;0,135326;0,248031;0,34561;0,885496;0,65439;0,432359;0,136775;0,42467
No;0,637189;0,56044;0,404068;0,213732;0;0,060973;0,244482;0,027559;0,37218;0,866107;0,62782;0,383123;0,080605;0,536822
No;0,362342;0,43956;0,639362;0,061756;0;0,139452;0,269653;0,003937;0,32937;0,893763;0,67063;0,511345;0,186829;0,448269
No;0,32814;0,516483;0,17757;0,065912;0,006386;0,361134;0,122981;0,003937;0,398165;0,85273;0,601835;0,303879;0,092565;0,903796
No;0,987224;0,505494;0,476086;0,097019;0;0,284574;0,351523;0,248031;0,368891;0,880908;0,631109;0,622262;0,214756;0,522931
No;0,682444;0,56044;0,491479;0,194869;0;0,084846;0,249115;0,027559;0,36137;0,88651;0,63863;0,403233;0,077849;0,523482
No;0,661694;0,43956;0,170973;0,346436;0,043548;0,172745;0,081049;0,059055;0,37112;0,855944;0,62888;0,569361;0,151533;0,758446
No;0,682962;0,450549;0,059923;0,399081;0,078915;0,009421;0,001447;0,059055;0,388069;0,865176;0,611931;0,369221;0,13231;0,89297
No;0,687061;0,593407;0,119846;0,157325;0,051405;0,256064;0,140473;0,027559;0,372242;0,892792;0,627758;0,285331;0,168579;0,87706
No;0,788514;0,538462;0,372732;0,196741;0,056331;0,006281;0,021098;0,059055;0,299942;0,894869;0,700058;0,206692;0,161044;0,411297
No;0,382371;0,549451;0,523914;0,306685;0,074949;0,075889;0,032956;0,003937;0,373627;0,876599;0,626373;0,382583;0,130425;0,3922
No;0,252309;0,494505;0,40077;0,355006;0,070259;0,094209;0,074114;0;0,526028;0,726027;0,473972;0,331614;0,137887;0,400917
No;0,266711;0,571429;0,301814;0,170251;0;0,088821;0,224032;0;0,375215;0,862361;0,624784;0,395709;0,251234;0,554928
No;0,478358;0,593407;0,17702;0,179042;0,056929;0,042131;0,102148;0,011811;0,378458;0,883357;0,621542;0,420332;0,148448;0,855461
No;0,705621;0,571429;0,087411;0,153904;0,035904;0,091931;0,083095;0,059055;0,387494;0,888844;0,612506;0,481054;0,28153;0,892615
