Nom;Aspect;Curvature;DEM;Density_river;Density_road;Distance_river;Distance_road;Flow_direction;NDBI;NDVI;NDWI;Slope;TWI_final;Rainfall
Yes;0;0,527473;0,001649;0,357538;0,150755;0,076985;0,002984;0,011811;0,412955;0,834499;0,587045;0;0,445898;0,79413
Yes;0;0,527473;0,0011;0,34147;0,154575;0,084846;0,024615;0,011811;0,297179;0,877559;0,702821;0;0,621653;0,782162
Yes;0;0,527473;0,0011;0,329829;0,148033;0,028263;0,00796;0,011811;0,319485;0,867189;0,680515;0;0,548623;0,792535
Yes;0;0,527473;0,002199;0,396615;0,159342;0,064739;0,010758;0,059055;0,348842;0,829112;0,651158;0;0,473343;0,811328
Yes;0;0,527473;0,003299;0,451572;0,167251;0,016012;0,014419;0,011811;0,295661;0,870501;0,704339;0;0,445898;0,828046
Yes;0,700269;0,516483;0,003299;0,457142;0,166917;0,107918;0,012492;0,011811;0,291337;0,87761;0,708663;0,030983;0,229658;0,821825
Yes;0;0,527473;0,003299;0,448078;0,184915;0,020108;0,021878;0,248031;0,401006;0,817433;0,598994;0;0,531798;0,842342
Yes;0;0,527473;0,003848;0,448806;0,169047;0,023916;0,037048;0,248031;0,297714;0,881719;0,702286;0;0,364767;0,843715
Yes;0;0,527473;0,003299;0,453121;0,167223;0,00314;0,03357;0;0,354737;0,823812;0,645263;0;0,458924;0,847181
Yes;0,87615;0,549451;0,004398;0,275486;0,272479;0,050636;0,001023;0,059055;0,346187;0,837813;0,653813;0,041551;0,184965;0,900805
Yes;0,949805;0,516483;0,003299;0,308407;0,243924;0,049153;0,025328;0,059055;0,310766;0,837033;0,689234;0,030983;0,554005;0,896086
Yes;0,949805;0,516483;0,002199;0,368053;0,227832;0,078507;0,035834;0,059055;0,333794;0,854144;0,666206;0,030983;0,44681;0,891631
Yes;0;0,527473;0,005498;0,255667;0,250837;0,012561;0,048203;0;0,247892;0,401189;0,752108;0;0,364767;0,901162
Yes;0,002773;0,516483;0,009346;0,318735;0,133417;0,008882;0,018829;0,248031;0,362294;0,665676;0,637706;0,039179;0,250403;0,612361
Yes;0;0,527473;0,005498;0,278126;0,137389;0,046684;0,021185;0,248031;0,343025;0,760536;0,656975;0;0,484263;0,634213
Yes;0;0,527473;0,003299;0,328815;0,246353;0,062806;0,011669;0,003937;0,288858;0,881084;0,711142;0;0,518772;0,892491
Yes;0;0,527473;0,003299;0,335358;0,253253;0,085771;0,009736;0;0,3109;0,839017;0,6891;0;0,364767;0,894056
Yes;0;0,527473;0,004948;0,270841;0,256098;0,00993;0,018815;0,059055;0,264487;0,484629;0,735513;0;0,452877;0,900287
Yes;0,751382;0,538462;0,003299;0,303057;0,251827;0,037684;0,000724;0,059055;0,321477;0,832383;0,678523;0,039179;0,237377;0,897339
Yes;0;0,527473;0,003299;0,453061;0,176303;0,069086;0,027537;0,248031;0,445674;0,749356;0,554326;0;0,495642;0,847776
Yes;0;0,527473;0,003848;0,483982;0,195672;0,033822;0,002171;0,011811;0,383051;0,841224;0,616949;0;0,665122;0,859512
Yes;0;0,527473;0,003299;0,477127;0,190554;0,082189;0,009408;0,059055;0,392094;0,836228;0,607906;0;0,452877;0,861348
Yes;0;0,527473;0,001649;0,309229;0,342428;0,15168;0,014473;0;0,279888;0,885531;0,720112;0;0,540054;0,911337
Yes;0;0,527473;0,001649;0,244198;0,298293;0,138636;0,008714;0;0,36291;0,813902;0,63709;0;0,580397;0,911062
Yes;0;0,527473;0,0011;0,273378;0,304885;0,028263;0,026814;0;0,331483;0,814862;0,668517;0;0,663607;0,908798
Yes;0;0,527473;0,001649;0,307028;0,325461;0,065946;0,004402;0;0,278878;0,874705;0,721122;0;0,549397;0,910546
Yes;0;0,527473;0,001649;0,347999;0,318688;0,054843;0,010537;0;0,296255;0,873514;0,703745;0;0,414512;0,908252
Yes;0;0,527473;0,001649;0,306607;0,308986;0,021066;0,025575;0;0,30005;0,876019;0,69995;0;0,525752;0,909513
Yes;0;0,527473;0,0011;0,334246;0,324259;0,076407;0,011022;0,011811;0,296679;0,874914;0,703321;0;0,452877;0,905669
Yes;0;0,527473;0,002199;0,348447;0,316099;0,189722;0,015937;0,248031;0,292916;0,861749;0,707084;0;0,52444;0,902567
Yes;0;0,527473;0,002199;0,257313;0,340641;0,006281;0,004854;0,248031;0,295757;0,851494;0,704243;0;0,52444;0,913258
Yes;0;0,527473;0,002749;0,222912;0,333019;0,006281;0,016181;0,5;0,314093;0,837727;0,685907;0;0,538127;0,913968
No;0,964396;0,472527;0,207807;0,12785;0;0,060323;0,645459;0,248031;0,397353;0,888095;0,602647;0,425756;0,155992;0,415526
No;0,256847;0,56044;0,208356;0,198933;0,018448;0,328112;0,145332;0;0,418747;0,870164;0,581253;0,323542;0,20554;0,463327
No;0,067094;0,56044;0,308411;0,155196;0,015822;0,363759;0,162622;0,5;0,378829;0,887431;0,621171;0,218162;0,274615;0,439854
No;0,514041;0,571429;0,175371;0,086381;0;0,101271;0,341819;0,011811;0,400757;0,873767;0,599243;0,1267;0,134129;0,473061
No;0,403313;0,538462;0,065421;0,360291;0,045609;0,084788;0,10693;0,003937;0,402321;0,870376;0,597679;0,084005;0,15296;0,419791
No;0,616698;0,527473;0,082463;0,572417;0,074472;0,126394;0,036906;0,027559;0,421785;0,843697;0,578215;0,404381;0,077694;0,455898
No;0,118021;0,428571;0,183617;0,121565;0;0,067935;0,693049;0,5;0,425161;0,855621;0,574839;0,568355;0,120265;0,376053
No;0,829849;0,505494;0,15558;0,117657;0;0,018842;0,440133;0,059055;0,423107;0,885154;0,576893;0,277308;0,178244;0,463984
Yes;0;0,527473;0;0,452546;0,180925;0,025122;0,003618;1;0,288507;0,892201;0,711493;0;0,364767;0,948883
Yes;0;0,527473;0,0011;0,43407;0,193356;0,011322;0,014473;0,248031;0,344338;0,870474;0,655662;0;0,414512;0,953734
Yes;0;0,527473;0;0,463753;0,207086;0,04875;0,024922;1;0,30799;0,898498;0,69201;0;0,364767;0,946527
Yes;0;0,527473;0;0,214021;0,092893;0,078758;0,016262;1;0,388222;0,361862;0,611779;0;0,364767;0,955511
Yes;0;0,527473;0;0,198955;0,084729;0,066764;0,013304;1;0,328623;0,384073;0,671377;0;0,364767;0,953971
Yes;0;0,527473;0;0,439967;0,099489;0,076471;0,010131;1;0,462256;0,773846;0,537744;0;0,364767;0,94218
Yes;0;0,527473;0;0,439257;0,089491;0,119496;0,016878;1;0,476882;0,747605;0,523118;0;0,364767;0,946152
Yes;0;0,527473;0,003848;0,249874;0,154021;0,166909;0,01931;0,059055;0,312259;0,877202;0,687741;0;0,396153;0,748179
Yes;0;0,527473;0,003299;0,204414;0,133896;0,098557;0,016502;0,011811;0,324781;0,857471;0,675219;0;0,427538;0,763384
Yes;0,002773;0,538462;0,003848;0,23504;0,138889;0,021982;0,012302;0,248031;0,296877;0,878925;0,703123;0,039179;0,268762;0,767767
Yes;0;0,527473;0,0011;0,304672;0,136527;0,151907;0,015622;0,248031;0,480573;0,74366;0,519427;0;0,515648;0,791381
Yes;0;0,527473;0,001649;0,310402;0,135323;0,073311;0,013825;0,248031;0,506465;0,693055;0,493535;0;0,517237;0,800433
Yes;0;0,527473;0,003299;0,348855;0,13125;0,00314;0,022433;0,059055;0,3262;0,864454;0,6738;0;0,452877;0,808334
Yes;0,002773;0,538462;0,003299;0,439353;0,15403;0,023916;0,012638;0,248031;0,499575;0,703558;0,500425;0,039179;0,335158;0,819998
Yes;0;0,527473;0,004398;0,467087;0,148639;0,105329;0,023957;0,248031;0,486895;0,725611;0,513105;0;0,514002;0,845886
Yes;0;0,527473;0,002749;0,465609;0,147564;0,025122;0,018549;0,011811;0,356993;0,808518;0,643007;0;0,490309;0,852448
Yes;0;0,527473;0,004948;0,186983;0,223555;0,00314;0,031151;0;0,427453;0,667252;0,572547;0;0,508668;0,905575
Yes;0;0,527473;0,005498;0,212488;0,2127;0,219124;0,008833;0;0,23363;0,38337;0,76637;0;0,52444;0,90991
Yes;0;0,527473;0,004948;0,238776;0,206927;0,040944;0,011935;0,248031;0,375045;0,809704;0,624955;0;0,500413;0,903636
Yes;0;0,527473;0,004948;0,212636;0,219477;0,00314;0,017155;0;0,410664;0,576834;0,589337;0;0,518772;0,905165
Yes;0;0,527473;0,002749;0,400268;0,220587;0,160923;0,00745;0,248031;0,312021;0,87322;0,687979;0;0,469027;0,886726
Yes;0;0,527473;0,001649;0,195494;0,265739;0,113833;0,01245;0;0,317465;0,861329;0,682535;0;0,427538;0,907
Yes;0;0,527473;0,002199;0,208506;0,26415;0,014044;0,012803;0,248031;0,475883;0,718597;0,524117;0;0,490309;0,904716
Yes;0;0,527473;0,001649;0,226276;0,284432;0,038332;0,025941;0,248031;0,505854;0,710651;0,494146;0;0,396153;0,906149
Yes;0;0,527473;0,001649;0,27751;0,272208;0,073512;0,006865;0,248031;0,296925;0,863658;0,703075;0;0,458924;0,901263
Yes;0;0,527473;0,0011;0,25106;0,27324;0,166436;0,018995;0,059055;0,365739;0,798373;0,634261;0;0,445898;0,900392
Yes;0;0,527473;0,0011;0,239162;0,263619;0,099305;0,006473;0;0,30389;0,858484;0,69611;0;0,574626;0,900633
Yes;0;0,527473;0,0011;0,240461;0,270303;0,08502;0,013304;0,059055;0,299397;0,859521;0,700603;0;0,473343;0,89994
Yes;0;0,527473;0,001649;0,304987;0,297969;0,049652;0,003618;0,011811;0,33583;0,842708;0,66417;0;0,518772;0,899725
Yes;0;0,527473;0,002199;0,272294;0,116968;0,004441;0,038578;0,248031;0,340597;0,832816;0,659403;0;0,547034;0,803212
No;0,843894;0,604396;0,330401;0,108065;0;0,115168;0,572177;0,122047;0,391257;0,893579;0,608743;0,431635;0,186614;0,439557
No;0,437524;0,527473;0,20066;0,107623;0;0,231829;0,309578;0,011811;0,409557;0,867452;0,590443;0,218162;0,20822;0,473325
No;0;0,527473;0,08796;0,179249;0;0,105563;0,24236;0,059055;0,403898;0,849213;0,596102;0;0,495642;0,409636
No;0,87615;0,527473;0,076965;0,106321;0;0,078507;0,264883;0,122047;0,411065;0,86103;0,588935;0,013862;0,35733;0,471765
No;0,761957;0,549451;0,054426;0,479139;0,026513;0,06257;0,149999;0,059055;0,437513;0,849537;0,562487;0,145671;0,159068;0,515909
No;0,735548;0,582418;0,15613;0,182814;0,058951;0,138209;0,093377;0,059055;0,38391;0,854406;0,61609;0,365169;0,195662;0,621167
No;0,501845;0,527473;0,032985;0,116667;0,076225;0,057904;0,075804;0,011811;0,326945;0,893046;0,673055;0,078163;0,229121;0,741583
No;0,127541;0,571429;0,263332;0,123107;0;0,126589;0,567373;0,5;0,379998;0,885431;0,620002;0,110176;0,25307;0,404948
No;0,154512;0,472527;0,376031;0,10545;0;0,089264;0,509105;0,5;0,367035;0,884304;0,632965;0,439615;0,122814;0,448252
No;0;0,527473;0,02199;0,349381;0,088726;0,353726;0,081773;0;0,315878;0,875578;0,684122;0;0,396153;0,834088
Yes;0;0,527473;0;0,490256;0,230998;0,031403;0,018421;1;0,286105;0,893878;0,713895;0;0,364767;0,933885
Yes;0;0,527473;0;0,464493;0,275492;0;0,016832;1;0,313209;0,86141;0,68679;0;0,364767;0,933389
Yes;0;0,527473;0;0,442789;0,36774;0,056525;0,02171;1;0,278596;0,878502;0,721404;0;0,364767;0,929849
Yes;0;0,527473;0,0011;0,422828;0,347962;0,072839;0,007237;0;0,281796;0,897555;0,718204;0;0,396153;0,934152
Yes;0;0,527473;0;0,501796;0,240263;0,067644;0,018307;1;0,276427;0,902551;0,723573;0;0,364767;0,936151
Yes;0;0,527473;0,0011;0,484664;0,211401;0,032025;0;0,059055;0,381367;0,81911;0,618633;0;0,576351;0,94497
Yes;0;0,527473;0,001649;0,22972;0,155297;0,012948;0,00422;0,059055;0,379806;0,768865;0,620193;0;0,477283;0,95014
Yes;0;0,527473;0;0,16041;0,105391;0,095508;0,016518;1;0,438058;0,80178;0,561942;0;0,364767;0,949932
Yes;0;0,527473;0;0,372067;0,121509;0,113051;0,024153;1;0,377382;0,848818;0,622618;0;0,364767;0,937768
Yes;0;0,527473;0,0011;0,391202;0,309452;0,015701;0,013026;1;0,305969;0,854819;0,694031;0;0,364767;0,899238
Yes;0;0,527473;0,001649;0,43429;0,32625;0,132489;0,03094;0,248031;0,307958;0,864545;0,692043;0;0,414512;0,898555
Yes;0;0,527473;0,001649;0,529032;0,415899;0,245687;0,018322;0,248031;0,291415;0,874814;0,708585;0;0,445898;0,899419
Yes;0,002773;0,516483;0,002199;0,171857;0,116095;0,037814;0,017488;0;0,330846;0,858731;0,669154;0,039179;0,407683;0,759304
Yes;0,002773;0,516483;0,003848;0,274614;0,110748;0,056612;0,036843;0,248031;0,338646;0,861135;0,661354;0,039179;0,329606;0,806933
Yes;0;0,527473;0,004948;0,370031;0,128509;0,056525;0,012302;0,248031;0,35803;0,812379;0,64197;0;0,364767;0,817914
Yes;0;0,527473;0,002199;0,204061;0,234998;0,090416;0,022092;0,011811;0,328108;0,828986;0,671892;0;0,504729;0,903466
Yes;0;0,527473;0,002199;0,206054;0,21103;0,039969;0,015058;0,5;0,414104;0,796129;0,585896;0;0,508668;0,902064
Yes;0,751382;0,516483;0,001649;0,201767;0,219711;0,012561;0,003618;0,484252;0,431054;0,776338;0,568946;0,039179;0,320955;0,901626
Yes;0;0,527473;0,002749;0,213215;0,254149;0,062806;0,013205;0,011811;0,307493;0,864912;0,692507;0;0,484263;0,902626
Yes;0;0,527473;0,0011;0,254529;0,24061;0,070569;0,011669;0,248031;0,299245;0,863226;0,700755;0;0,531798;0,898664
Yes;0;0,527473;0,00055;0,226909;0,25496;0,029791;0,00369;1;0,302548;0,86122;0,697452;0;0,364767;0,899374
Yes;0;0,527473;0,001649;0,279472;0,267942;0,006281;0,012945;0,059055;0,281467;0,882355;0,718533;0;0,504729;0,899167
Yes;0;0,527473;0,001649;0,250033;0,164419;0,052641;0,020468;0,011811;0,304591;0,854445;0,695409;0;0,527028;0,904242
Yes;0;0,527473;0,0011;0,279263;0,159635;0,046366;0,008091;0,059055;0,312735;0,864175;0,687265;0;0,558413;0,903144
Yes;0;0,527473;0,001649;0,282742;0,151245;0,006281;0,016878;0;0,292384;0,877405;0,707616;0;0,549397;0,948842
No;0,031629;0,582418;0,148433;0,099302;0;0,035528;0,465856;0,248031;0,426635;0,866675;0,573365;0,436797;0,177692;0,454185
No;0,16932;0,571429;0,35624;0,099005;0;0,313794;0,434645;0;0,371702;0,865558;0,628297;0,348396;0,20174;0,436582
No;0,725746;0,516483;0,317757;0,101422;0;0,039348;0,503578;0,059055;0,372712;0,873836;0,627288;0,391071;0,11089;0,42729
No;0,055712;0,450549;0,283123;0,116202;0,001447;0,153618;0,185913;0,5;0,364689;0,874023;0,635311;0,472513;0,208891;0,605463
No;0,089915;0,472527;0,298516;0,08194;0;0,179849;0,204857;0,5;0,366177;0,87402;0,633823;0,380592;0,243219;0,653726
No;0,956708;0,494505;0,268279;0,079457;0,012183;0,202956;0,120277;0,122047;0,383763;0,865054;0,616237;0,391937;0,110771;0,704214
No;0,16932;0,571429;0,35624;0,099005;0;0,313794;0,434645;0;0,371702;0,865558;0,628297;0,348396;0,20174;0,436582
No;0,053886;0,516483;0,098955;0,091244;0;0,081708;0,397242;0,248031;0,397984;0,871155;0,602016;0,030983;0,229658;0,458221
No;0,444252;0,483517;0,093458;0,095838;0;0,186021;0,319369;0,003937;0,392675;0,857588;0,607325;0,290055;0,272025;0,435684
No;0,012107;0,56044;0,062122;0,290124;0;0,1996;0,281004;0,248031;0,421413;0,842338;0,578587;0,315647;0,322393;0,445746
No;0,239457;0,549451;0,093458;0,308398;0,129852;0,025896;0,054486;0;0,355537;0,840664;0,644463;0,340708;0,167884;0,892442
No;0,263637;0,56044;0,317757;0,106064;0;0,143804;0,595338;0;0,375502;0,88254;0,624498;0,264653;0,130792;0,378021
No;0,626614;0,516483;0,218252;0,103654;0;0,129706;0,426302;0,027559;0,38979;0,856719;0,61021;0,424413;0,106423;0,463472
No;0,548779;0,615385;0,04398;0,322145;0,13301;0,151257;0,036392;0,011811;0,350675;0,862513;0,649325;0,228943;0,106423;0,902502
No;0;0,527473;0,04398;0,277895;0,070793;0,059583;0,012302;0,248031;0,320807;0,88416;0,679193;0;0,609194;0,855182
No;0,978376;0,483517;0,15558;0,140839;0,032154;0,186735;0,020068;0,248031;0,557397;0,593221;0,442603;0,382403;0,13045;0,777468
Yes;0;0,527473;0,0011;0,491819;0,215535;0,025122;0,038354;0,059055;0,263814;0,905843;0,736186;0;0,364767;0,938613
Yes;0;0,527473;0,00055;0,542184;0,242763;0;0,016502;0,059055;0,306345;0,860438;0,693654;0;0,591039;0,925988
Yes;0;0,527473;0,0011;0,472489;0,210794;0,015701;0,013654;0,011811;0,263002;0,903172;0,736997;0;0,458924;0,942549
Yes;0;0,527473;0,0011;0,459458;0,220166;0,024526;0,024753;0;0,296696;0,87721;0,703304;0;0,364767;0,944791
Yes;0;0,527473;0,0011;0,470313;0,209765;0,068872;0,013304;0,059055;0,307313;0,882086;0,692687;0;0,530652;0,943675
Yes;0;0,527473;0,00055;0,458549;0,207642;0,058413;0,014653;1;0,27042;0,905826;0,72958;0;0,364767;0,94329
Yes;0;0,527473;0,001649;0,383628;0,182483;0,018842;0,019552;0,011811;0,30354;0,876392;0,69646;0;0,427538;0,944879
Yes;0;0,527473;0,001649;0,278792;0,160882;0,00314;0,021516;0,059055;0,296901;0,869271;0,703099;0;0,55308;0,947504
Yes;0;0,527473;0,001649;0,3794;0,185058;0,033382;0,014919;0,011811;0,246851;0,906407;0,753149;0;0,529476;0,946575
Yes;0;0,527473;0;0,143773;0,113794;0,049153;0,009067;1;0,301482;0,316674;0,698519;0;0,364767;0,948198
Yes;0;0,527473;0,001649;0,709987;0,537578;0,123594;0,013461;0;0,391369;0,775496;0,608631;0;0,529476;0,899481
Yes;0;0,527473;0,0011;0,762638;0,575618;0,100686;0,020873;0,011811;0,291189;0,870636;0,708811;0;0,504729;0,900191
Yes;0;0,527473;0,002199;0,279524;0,151371;0;0,020836;0,5;0,431596;0,751226;0,568404;0;0,364767;0,897768
Yes;0;0,527473;0,002199;0,330792;0,155925;0,091285;0,011442;0,248031;0,304053;0,844188;0,695947;0;0,508668;0,89706
Yes;0;0,527473;0,002199;0,273043;0,14275;0,026646;0,013519;0,248031;0,340904;0,844725;0,659096;0;0,445898;0,897767
Yes;0;0,527473;0,002199;0,461857;0,274507;0,084263;0,02234;0,248031;0,316546;0,855811;0,683454;0;0,502622;0,897745
Yes;0;0,527473;0,002199;0,499609;0,298725;0,142183;0,034803;0,248031;0,292307;0,867478;0,707693;0;0,493054;0,898065
No;0,226074;0,538462;0,322155;0,107902;0;0,10677;0,420347;0;0,385522;0,866008;0,614478;0,231543;0,225377;0,42006
No;0,586315;0,549451;0,242441;0,083186;0;0,006281;0,334697;0,011811;0,388005;0,860834;0,611995;0,35925;0,221858;0,44888
No;0,412865;0,428571;0,131941;0,080539;0;0,324424;0,415307;0,003937;0,396152;0,862739;0,603848;0,561735;0,21227;0,459548
No;0,552959;0,527473;0,329852;0,101638;0;0,136918;0,513949;0,027559;0,370458;0,878253;0,629542;0,06187;0,166887;0,3846
No;0,071192;0,593407;0,126443;0,083052;0;0,079257;0,445016;0,5;0,413236;0,841449;0,586764;0,369221;0,082565;0,462456
No;0;0,527473;0,04398;0,176002;0,088579;0,197114;0,002047;0,248031;0,321817;0,879079;0,678183;0;0,396153;0,874197
No;0,416863;0,516483;0,079164;0,098093;0;0,078696;0,380533;0,003937;0,406489;0,874498;0,593511;0,52174;0,062969;0,430244
No;0,113139;0,56044;0,113249;0,262944;0,074348;0,129096;0,093609;0,5;0,334638;0,830696;0,665362;0,291969;0,240312;0,88749
No;0,111708;0,56044;0,094557;0,274864;0,067473;0,236421;0,046568;0,5;0,404637;0,814627;0,595363;0,38402;0,216126;0,894738
No;0,095285;0,538462;0,084662;0,270933;0,127665;0,267792;0,039504;0,5;0,332599;0,864727;0,667401;0,431635;0,074098;0,896645
No;0,078136;0,516483;0,128092;0,247092;0,082097;0,211032;0,052554;0,248031;0,336917;0,862296;0,663083;0,376001;0,154478;0,863772
No;0,528081;0,571429;0,126993;0,205148;0,003888;0,229757;0,14557;0,011811;0,385567;0,880664;0,614433;0,335653;0,181678;0,675491
Yes;0,626614;0,527473;0,00055;0,534558;0,245286;0,039969;0,009709;0,248031;0,275466;0,900994;0,724534;0,013862;0,416161;0,924406
Yes;0;0,527473;0,00055;0,548783;0,239836;0,012948;0,029837;0,059055;0,293434;0,880934;0,706566;0;0,590732;0,934183
Yes;0;0,527473;0,00055;0,541948;0,232075;0;0,031394;0,059055;0,343553;0,830981;0,656447;0;0,641892;0,934607
Yes;0;0,527473;0,00055;0,525628;0,198469;0,059251;0,011046;0,059055;0,266877;0,903114;0,733123;0;0,570002;0,936953
Yes;0;0,527473;0,00055;0,513092;0,250044;0,044962;0,018091;0,059055;0,26556;0,911764;0,73444;0;0,490309;0,93258
Yes;0;0,527473;0,0011;0,490983;0,184841;0,016911;0,0249;0,248031;0,294297;0,890729;0,705703;0;0,473343;0,940589
Yes;0;0,527473;0,0011;0,491206;0,189217;0,047209;0,027125;0,011811;0,274363;0,906822;0,725637;0;0,396153;0,941589
Yes;0;0,527473;0,002199;0,447918;0,182388;0,015701;0,000724;0,059055;0,275826;0,891702;0,724174;0;0,437642;0,941891
Yes;0;0,527473;0,001649;0,432925;0,188764;0,054933;0,010758;0,059055;0,272569;0,9016;0,727431;0;0,540054;0,942887
Yes;0;0,527473;0,0011;0,300149;0,149304;0,013323;0,027632;0,5;0,258801;0,898175;0,741198;0;0,598368;0,944638
Yes;0;0,527473;0,0011;0,408846;0,194536;0,022862;0,035489;0,011811;0,370053;0,821612;0,629947;0;0,542799;0,941085
Yes;0;0,527473;0;0,167125;0,133479;0,059001;0,011442;1;0,404308;0,832694;0,595692;0;0,364767;0,944433
Yes;0;0,527473;0;0,186479;0,178611;0,084846;0,022293;1;0,44877;0,758844;0,55123;0;0,364767;0,92916
Yes;0;0,527473;0;0,195589;0,191804;0,050343;0,041828;1;0,547632;0,66403;0,452368;0;0,364767;0,927084
Yes;0;0,527473;0;0,219152;0,180645;0,100342;0,009267;1;0,389804;0,48065;0,610196;0;0,364767;0,926033
Yes;0;0,527473;0;0,300859;0,168843;0,213563;0,014848;1;0,420987;0,790243;0,579013;0;0,364767;0,927123
Yes;0;0,527473;0,002199;0,344431;0,155544;0,217498;0,01373;0,011811;0,422339;0,787018;0,577661;0;0,464257;0,929795
Yes;0;0,527473;0,002749;0,381202;0,175882;0,079444;0,009736;0,248031;0,303836;0,863614;0,696164;0;0,543678;0,895687
Yes;0;0,527473;0,002749;0,408815;0,190058;0,062806;0,013901;0,248031;0,316687;0,854818;0,683313;0;0,396153;0,895298
Yes;0;0,527473;0,0011;0,572043;0,753214;0,056612;0,02143;0;0,298103;0,847864;0,701897;0;0,364767;0,902489
Yes;0,859489;0,505494;0,059923;0,389263;0,012173;0,147192;0,088037;0,059055;0,216564;0,504779;0,783436;0,465885;0,150882;0,789095
Yes;0,5755;0,516483;0,065421;0,412068;0,011826;0,147594;0,090977;0,027559;0,228033;0,508846;0,771967;0,172521;0,169554;0,788978
Yes;0,377077;0,505494;0,016493;0,313232;0,015648;0,176109;0,131558;0,003937;0,235777;0,415471;0,764223;0,150617;0,15752;0,81108
Yes;0,626614;0,505494;0,019791;0,294625;0,015698;0,20993;0,135932;0,027559;0,231327;0,404539;0,768673;0,123733;0,243797;0,812908
Yes;0,849915;0,538462;0,011545;0,322434;0,014649;0,196714;0,153405;0,059055;0,213681;0,372213;0,786319;0,084005;0,15296;0,817512
Yes;0,229767;0,527473;0,02144;0,34055;0,013264;0,148957;0,155628;0,003937;0,220215;0,379561;0,779785;0,137216;0,224606;0,818048
Yes;0,030521;0,56044;0,020891;0,333674;0,01501;0,166554;0,144456;0,248031;0,194142;0,41016;0,805858;0,166668;0,121422;0,813632
Yes;0,178654;0,516483;0,010995;0,320822;0,015607;0,176109;0,137609;0;0,227899;0,405449;0,772102;0,043794;0,18258;0,812468
Yes;0,991002;0,538462;0,024189;0,312292;0,014867;0,164529;0,119348;0,248031;0,399319;0,471876;0,60068;0,298932;0,156158;0,807626
Yes;0,614418;0,516483;0,020891;0,264661;0,01731;0,268252;0,138483;0,011811;0,222049;0,433555;0,777951;0,177653;0,149822;0,817375
Yes;0,546056;0,527473;0,008246;0,267061;0,015694;0,276417;0,140518;0,027559;0,225488;0,420403;0,774512;0,141186;0,129131;0,815901
Yes;0,441398;0,538462;0,011545;0,283104;0,014987;0,105563;0,115543;0,003937;0,213006;0,385909;0,786994;0,104949;0,142782;0,825428
Yes;0,533204;0,494505;0,019241;0,279018;0,01709;0,161657;0,123635;0,011811;0,220785;0,397909;0,779215;0,241945;0,31978;0,822548
No;0,949805;0,626374;0,383727;0,110397;0;0,050245;0,334427;0,248031;0,38545;0,864656;0,614549;0,240192;0,104116;0,411131
No;0,140749;0,527473;0,331501;0,105425;0;0,063509;0,300906;0,5;0,36937;0,876308;0,63063;0,164482;0,194912;0,436929
No;0,596432;0,516483;0,285322;0,090988;0;0,304673;0,293495;0,011811;0,381132;0,869438;0,618868;0,3433;0,222008;0,453647
No;0,161075;0,516483;0,123145;0,091264;0;0,209484;0,39343;0,5;0,40002;0,861584;0,59998;0,509308;0,145584;0,462119
No;0,888832;0,472527;0,236394;0,103456;0;0,202177;0,392553;0,122047;0,31268;0,895031;0,68732;0,327269;0,224462;0,527056
No;0,184535;0,483517;0,097306;0,079888;0;0,153971;0,445918;0,5;0,412711;0,870404;0,587289;0,333643;0,119216;0,466458
No;0,799974;0,593407;0,17867;0,076403;0;0,12036;0,503552;0,059055;0,398151;0,858512;0,601849;0,362426;0,083542;0,453529
No;0,397463;0,604396;0,151732;0,110446;0;0,082429;0,391921;0,003937;0,382079;0,83601;0,617921;0,395878;0,078846;0,562225
No;0,325964;0,56044;0,06652;0,222689;0,047616;0,199822;0,134625;0,003937;0,489624;0,716389;0,510376;0,399753;0,151195;0,885195
No;0,917549;0,461539;0,076965;0,213638;0;0,14476;0,230687;0,059055;0,418534;0,853582;0,581466;0,210046;0,198645;0,645336
No;0,377077;0,549451;0,075316;0,107702;0,082087;0,076407;0,010537;0,003937;0,298996;0,903614;0,701004;0,16393;0,15358;0,866917
No;0,093713;0,538462;0,071468;0,208651;0,079826;0,198312;0,109867;0,248031;0,496537;0,73392;0,503463;0,462496;0,143049;0,882326
Yes;0;0,527473;0,0011;0,51828;0,237702;0,099156;0,01894;0,027559;0,265417;0,905767;0,734583;0;0,452877;0,934641
Yes;0;0,527473;0,00055;0,47108;0,252447;0,028088;0,009267;0,248031;0,286211;0,890791;0,713789;0;0,638804;0,929817
Yes;0;0,527473;0,00055;0,457958;0,25163;0,004441;0,003618;0,248031;0,362482;0,787419;0,637518;0;0,557138;0,928985
Yes;0;0,527473;0,00055;0,508668;0,265893;0,081889;0,007555;0,059055;0,269949;0,89822;0,730051;0;0,427538;0,930512
Yes;0;0,527473;0,00055;0,492576;0,253179;0;0,02512;0,059055;0,29761;0,87403;0,70239;0;0,631913;0,932079
Yes;0;0,527473;0,00055;0,460772;0,247646;0,073244;0,007693;0,059055;0,28238;0,895628;0,71762;0;0,633497;0,933178
Yes;0;0,527473;0,00055;0,514165;0,194627;0,014044;0,017262;0,059055;0,26221;0,905674;0,73779;0;0,597314;0,938878
Yes;0;0,527473;0,00055;0,499758;0,176778;0,022205;0,003618;0,059055;0,339038;0,775775;0,660962;0;0,543678;0,935847
Yes;0;0,527473;0,001649;0,463559;0,218181;0,020108;0,031972;0,059055;0,255808;0,902019;0,744193;0;0,480907;0,935055
